-0.483242	-0.307080
0.388518	-0.989654
-0.617963	-0.423775
-0.221924	-0.802941
-0.968918	0.502135
-1.229984	1.166883
-1.136454	0.342452
0.483131	0.370317
1.088505	0.939227
0.158251	0.241325
-0.415727	1.356466
-0.483473	1.379177
-0.627105	-0.622781
-0.633335	0.538382
0.662397	-0.334856
0.909557	-2.218100
0.415607	0.151458
-0.101217	-2.153349
0.460122	-0.645371
1.353695	0.556663
1.747268	-0.741246
0.037590	0.576633
-1.219609	1.017121
1.370894	-1.077943
-1.052029	0.244178
-0.244411	0.741926
0.182770	-0.938017
-0.694060	-0.869830
-1.529293	-1.306955
-1.763942	-1.238228
0.047068	-0.378203
-0.048580	-1.234997
-0.813289	1.656475
0.517131	0.418094
0.396845	-1.761664
0.691876	-1.635880
-0.965915	-0.463499
0.439882	-0.215269
-0.004089	0.055042
-0.153034	-0.597041
0.108903	0.165308
-0.782375	-0.914133
0.331482	1.186473
-0.130847	-0.091433
-0.057477	1.346809
-0.365496	0.047604
0.153226	-0.341128
-0.341976	1.589215
0.892269	-0.674906
-0.009848	-0.637039
-0.304142	0.263145
1.768922	-1.061659
0.172474	0.154258
0.372934	0.901173
1.708175	0.328113
0.801550	-0.994330
1.023726	0.506575
-0.047215	1.558785
0.799466	1.001464
0.875970	0.400839
1.297148	-1.970258
1.174248	0.181780
-0.392012	1.079838
-1.550597	0.827642
-0.273117	-1.167047
-1.710980	-1.023198
0.627691	-0.230272
-0.228252	-0.299083
0.642469	1.056369
0.085180	-1.391832
0.086350	0.037393
0.221171	1.614926
-0.395897	-2.351193
0.744784	-1.550774
1.776231	0.319896
0.801161	-0.879747
0.075407	0.860547
0.519324	0.166131
0.085147	1.754045
0.904772	-2.598418
0.906308	-0.043724
1.496990	-0.684417
1.784453	1.925583
1.673007	-0.445274
-0.484262	0.285504
1.284447	0.384921
0.153007	0.649704
0.065666	0.694949
1.013246	-0.725947
0.665965	0.051250
1.583740	0.261942
-0.486471	0.801651
-2.903222	-0.052482
1.202226	-0.704770
0.886076	0.319757
0.329972	1.096719
0.926415	-0.125261
2.138097	0.849248
-2.099903	-0.763219
-0.012090	1.700678
0.033204	-0.525875
-1.223297	-0.586469
2.614003	-0.688227
-0.611606	1.988200
-0.048108	0.045975
0.538771	0.517675
0.342801	-0.404494
-0.857126	0.185873
1.005738	-1.421669
-0.298707	-0.841822
-0.175343	0.615968
-0.527009	1.286292
